seed,seat,normal_top,hard_top,agree,hard_scanned,hard_elapsed_ms
1323, East, 2C, 2C, true, 0, 0
1324, East, 2C, 2C, true, 0, 0
1325, East, 3C, 3C, true, 0, 0
1326, East, 3C, 3C, true, 0, 0
1327, East, 5C, 5C, true, 0, 0
1328, East, JC, JC, true, 0, 0
1329, East, 2C, 2C, true, 0, 0
1330, East, 6C, 6C, true, 0, 0
1331, East, 3C, 3C, true, 0, 0
1332, East, 3C, 3C, true, 0, 0
1333, East, 8C, 8C, true, 0, 0
1334, East, 5C, 5C, true, 0, 0
1335, East, 6C, 6C, true, 0, 0
1336, East, 6C, 6C, true, 0, 0
1337, East, 4C, 4C, true, 0, 0
1338, East, 9C, 9C, true, 0, 0
1339, East, 2C, 2C, true, 0, 0
1340, East, 8S, 8S, true, 0, 0
1341, East, 2C, 2C, true, 0, 0
1342, East, 8C, 8C, true, 0, 0
1343, East, 2C, 2C, true, 0, 0
1344, East, 2C, 2C, true, 0, 0
1345, East, JC, JC, true, 0, 0
1346, East, 4C, 4C, true, 0, 0
1347, East, 2C, 2C, true, 0, 0
1348, East, 8C, 8C, true, 0, 0
1349, East, 2C, 2C, true, 0, 0
1350, East, 5C, 5C, true, 0, 0
1351, East, 2C, 2C, true, 0, 0
1352, East, 3C, 3C, true, 0, 0
1353, East, 6C, 6C, true, 0, 0
1354, East, 7C, 7C, true, 0, 0
1355, East, 8C, 8C, true, 0, 0
1356, East, 6C, 6C, true, 0, 0
1357, East, 2C, 2C, true, 0, 0
1358, East, 3C, 3C, true, 0, 0
1359, East, 3C, 3C, true, 0, 0
1360, East, 2C, 2C, true, 0, 0
1361, East, 3C, 3C, true, 0, 0
1362, East, 5C, 5C, true, 0, 0
1363, East, JS, JS, true, 0, 0
1364, East, QC, QC, true, 0, 0
1365, East, 3C, 3C, true, 0, 0
1366, East, JC, JC, true, 0, 0
1367, East, JS, JS, true, 0, 0
1368, East, 9C, 9C, true, 0, 0
1369, East, 2C, 2C, true, 0, 0
1370, East, 2C, 2C, true, 0, 0
1371, East, 9C, 9C, true, 0, 0
1372, East, 4C, 4C, true, 0, 0
1373, East, 3C, 3C, true, 0, 0
1374, East, 3C, 3C, true, 0, 0
1375, East, 2C, 2C, true, 0, 0
1376, East, 3C, 3C, true, 0, 0
1377, East, 5C, 5C, true, 0, 0
1378, East, 3C, 3C, true, 0, 0
1379, East, 7C, 7C, true, 0, 0
1380, East, 2C, 2C, true, 0, 0
1381, East, 2C, 2C, true, 0, 0
1382, East, 2C, 2C, true, 0, 0
1383, East, 9C, 9C, true, 0, 0
